ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	ZM4	166932	166933	TSS_0325	.	+	-414
ZM4	246556	246557	Control_TF_DNA_2_peak_2	2.21565	ZM4	245089	245090	TSS_0500	.	+	1467
ZM4	166523	166524	Control_TF_DNA_3_peak_1	8.22102	ZM4	166932	166933	TSS_0325	.	+	-409
ZM4	166536	166537	Control_TF_DNA_4_peak_1	15.1656	ZM4	166932	166933	TSS_0325	.	+	-396
ZM4	6229	6230	ZMO0023_peak_1	1542.1	ZM4	12709	12710	TSS_0006	.	+	-6480
ZM4	6948	6949	ZMO0023_peak_2a	2.23423	ZM4	12709	12710	TSS_0006	.	+	-5761
ZM4	7084	7085	ZMO0023_peak_2b	8.25471	ZM4	12709	12710	TSS_0006	.	+	-5625
ZM4	13546	13547	ZMO0023_peak_3	3.31549	ZM4	12709	12710	TSS_0006	.	+	837
ZM4	14272	14273	ZMO0023_peak_4	13.564	ZM4	14514	14515	TSS_0014	.	-	242
ZM4	17262	17263	ZMO0023_peak_5	26.8172	ZM4	17332	17333	TSS_0016	.	+	-70
ZM4	22707	22708	ZMO0023_peak_6	21.2488	ZM4	21174	21175	TSS_0025	.	+	1533
ZM4	26848	26849	ZMO0023_peak_7	1142.47	ZM4	26028	26029	TSS_0027	.	-	-820
ZM4	30899	30900	ZMO0023_peak_8	8.33587	ZM4	29259	29260	TSS_0028	.	+	1640
ZM4	31557	31558	ZMO0023_peak_9	85.6009	ZM4	33787	33788	TSS_0030	.	+	-2230
ZM4	37147	37148	ZMO0023_peak_10	48.6678	ZM4	37928	37929	TSS_0035	.	+	-781
ZM4	43281	43282	ZMO0023_peak_11	2.01892	ZM4	43156	43157	TSS_0059	.	-	-125
ZM4	47907	47908	ZMO0023_peak_12	86.5993	ZM4	50901	50902	TSS_0064	.	-	2994
ZM4	66542	66543	ZMO0023_peak_13	11.2659	ZM4	67080	67081	TSS_0090	.	-	538
ZM4	76469	76470	ZMO0023_peak_14	2.67721	ZM4	74934	74935	TSS_0099	.	-	-1535
ZM4	80596	80597	ZMO0023_peak_15	65.5282	ZM4	79619	79620	TSS_0102	.	-	-977
ZM4	82692	82693	ZMO0023_peak_16	7.37729	ZM4	82635	82636	TSS_0107	.	-	-57
ZM4	87464	87465	ZMO0023_peak_17	7.98267	ZM4	86485	86486	TSS_0114	.	-	-979
ZM4	95331	95332	ZMO0023_peak_18a	3.41134	ZM4	94651	94652	TSS_0124	.	-	-680
ZM4	95525	95526	ZMO0023_peak_18b	8.36687	ZM4	94651	94652	TSS_0124	.	-	-874
ZM4	100071	100072	ZMO0023_peak_19	97.6303	ZM4	99831	99832	TSS_0138	.	+	240
ZM4	100830	100831	ZMO0023_peak_20	6.40863	ZM4	100905	100906	TSS_0139	.	+	-75
ZM4	104085	104086	ZMO0023_peak_21	226.773	ZM4	103994	103995	TSS_0143	.	+	91
ZM4	110341	110342	ZMO0023_peak_22	449.832	ZM4	110455	110456	TSS_0154	.	+	-114
ZM4	118357	118358	ZMO0023_peak_23	58.5084	ZM4	118480	118481	TSS_0167	.	-	123
ZM4	140672	140673	ZMO0023_peak_24	496.213	ZM4	140699	140700	TSS_0214	.	+	-27
ZM4	142539	142540	ZMO0023_peak_25	11.6294	ZM4	141216	141217	TSS_0222	.	+	1323
ZM4	149830	149831	ZMO0023_peak_26	29.0206	ZM4	150353	150354	TSS_0243	.	+	-523
ZM4	157506	157507	ZMO0023_peak_27	47.5817	ZM4	157635	157636	TSS_0267	.	+	-129
ZM4	160803	160804	ZMO0023_peak_28	11.2896	ZM4	160904	160905	TSS_0284	.	-	101
ZM4	166542	166543	ZMO0023_peak_29	47.1806	ZM4	166932	166933	TSS_0325	.	+	-390
ZM4	170719	170720	ZMO0023_peak_30	24.0012	ZM4	169499	169500	TSS_0337	.	+	1220
ZM4	191272	191273	ZMO0023_peak_31	1024.62	ZM4	192450	192451	TSS_0392	.	+	-1178
ZM4	208798	208799	ZMO0023_peak_32	49.1165	ZM4	208720	208721	TSS_0417	.	-	-78
ZM4	212215	212216	ZMO0023_peak_33	31.4823	ZM4	210627	210628	TSS_0420	.	+	1588
ZM4	212675	212676	ZMO0023_peak_34	56.7597	ZM4	210627	210628	TSS_0420	.	+	2048
ZM4	219004	219005	ZMO0023_peak_35	186.784	ZM4	218162	218163	TSS_0433	.	+	842
