ZM4	146	147	ZMO1_ZMO0001	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	166372
ZM4	2537	2538	hisC1	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	163981
ZM4	4328	4329	cysC	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-162190
ZM4	5769	5770	cysN	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-160749
ZM4	6688	6689	cysD	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-159830
ZM4	8114	8115	cysG1	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-158404
ZM4	9119	9120	cysH	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-157399
ZM4	10842	10843	cysI	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-155676
ZM4	12662	12663	cysJ	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-153856
ZM4	13005	13006	ZMO1_ZMO0010	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	153513
ZM4	14370	14371	ZMO1_ZMO0011	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-152148
ZM4	15728	15729	hemN1	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-150790
ZM4	16364	16365	ZMO1_ZMO0013	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-150154
ZM4	17079	17080	rph	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-149439
ZM4	17332	17333	hrcA	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	149186
ZM4	18366	18367	grpE	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	148152
ZM4	18994	18995	ZMO1_ZMO0017	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	147524
ZM4	20552	20553	rpe	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	145966
ZM4	21211	21212	ZMO1_ZMO0019	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	145307
ZM4	23799	23800	ZMO1_ZMO0020	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-142719
ZM4	25238	25239	ykgF	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-141280
ZM4	25981	25982	ZMO1_ZMO0022	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-140537
ZM4	26828	26829	ZMO1_ZMO0023	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-139690
ZM4	26924	26925	ZMO1_ZMO0025	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	139594
ZM4	28028	28029	ZMO1_ZMO0026	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	138490
ZM4	29292	29293	purH	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	137226
ZM4	31082	31083	ZMO1_ZMO0028	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	135436
ZM4	33933	33934	ZMO1_ZMO0029	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-132585
ZM4	34223	34224	gloA1	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	132295
ZM4	37054	37055	ZMO1_ZMO0031	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-129464
ZM4	37836	37837	ZMO1_ZMO0033	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-128682
ZM4	38016	38017	ZMO1_ZMO0035	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	128502
ZM4	38960	38961	ZMO1_ZMO0036	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-127558
ZM4	39421	39422	nagE1	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-127097
ZM4	40224	40225	ZMO1_ZMO0038	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-126294
ZM4	41041	41042	dnaQ	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-125477
ZM4	41642	41643	coaE	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-124876
ZM4	42536	42537	aroE	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-123982
ZM4	43129	43130	ZMO1_ZMO0043	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-123389
ZM4	43593	43594	ZMO1_ZMO0044	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	122925
ZM4	46002	46003	ZMO1_ZMO0047	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-120516
ZM4	46170	46171	ZMO1_ZMO0050	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	120348
ZM4	48424	48425	cynX	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-118094
ZM4	49227	49228	pcaD	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-117291
ZM4	49347	49348	marR	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	117171
ZM4	50778	50779	ZMO1_ZMO0055	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-115740
ZM4	52791	52792	glmS	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-113727
ZM4	53437	53438	ZMO1_ZMO0057	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-113081
ZM4	53614	53615	glxK	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	112904
ZM4	55079	55080	ZMO1_ZMO0060	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-111439
