ZM4	12709	12710	TSS_0006	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	153809
ZM4	14514	14515	TSS_0014	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-152004
ZM4	17332	17333	TSS_0016	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	149186
ZM4	18245	18246	TSS_0018	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	148273
ZM4	18318	18319	TSS_0019	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	148200
ZM4	18335	18336	TSS_0020	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	148183
ZM4	18337	18338	TSS_0022	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	148181
ZM4	18633	18634	TSS_0023	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	147885
ZM4	18756	18757	TSS_0024	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	147762
ZM4	21174	21175	TSS_0025	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	145344
ZM4	26028	26029	TSS_0027	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-140490
ZM4	29259	29260	TSS_0028	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	137259
ZM4	33787	33788	TSS_0030	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	132731
ZM4	34058	34059	TSS_0031	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	132460
ZM4	34171	34172	TSS_0032	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	132347
ZM4	37928	37929	TSS_0035	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	128590
ZM4	37944	37945	TSS_0036	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	128574
ZM4	37979	37980	TSS_0039	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	128539
ZM4	37981	37982	TSS_0040	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	128537
ZM4	38180	38181	TSS_0041	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-128338
ZM4	39800	39801	TSS_0043	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-126718
ZM4	40239	40240	TSS_0045	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-126279
ZM4	40286	40287	TSS_0048	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-126232
ZM4	40289	40290	TSS_0049	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-126229
ZM4	40290	40291	TSS_0050	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-126228
ZM4	40303	40304	TSS_0051	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-126215
ZM4	40305	40306	TSS_0053	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-126213
ZM4	40359	40360	TSS_0055	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-126159
ZM4	41041	41042	TSS_0056	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-125477
ZM4	42112	42113	TSS_0057	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-124406
ZM4	42536	42537	TSS_0058	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-123982
ZM4	43156	43157	TSS_0059	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-123362
ZM4	50901	50902	TSS_0064	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-115617
ZM4	52847	52848	TSS_0067	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-113671
ZM4	53469	53470	TSS_0068	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-113049
ZM4	53528	53529	TSS_0069	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-112990
ZM4	56515	56516	TSS_0071	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-110003
ZM4	56589	56590	TSS_0072	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-109929
ZM4	56610	56611	TSS_0073	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-109908
ZM4	57608	57609	TSS_0074	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-108910
ZM4	60122	60123	TSS_0077	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	106396
ZM4	60183	60184	TSS_0078	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	106335
ZM4	61521	61522	TSS_0079	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	104997
ZM4	61535	61536	TSS_0080	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	104983
ZM4	61537	61538	TSS_0081	.	+	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	104981
ZM4	64871	64872	TSS_0082	.	-	ZM4	166518	166519	Control_TF_DNA_2_peak_1	14.0556	-101647
